Transformer_ID,Hydrogen,Oxigen,Nitrogen,Methane,CO,CO2,Ethylene,Ethane,Acethylene,DBDS,Power factor,Interfacial V,Dielectric rigidity,Water content,Health index,Health_Category,Thermal_Stress_Score,Oil_degradation_score,TDCG,Water_BDV_Ratio
TX_204,91,571,44200,6,80,1860,8,168,0,0,10.1,32,30,31,77.3,Good,182,0.3877464556821761,353,1.03333329888889
TX_205,91,24600,49400,5,31,420,0,6,0,1,6.16,41,41,9,85.8,Good,11,0.2579780782613431,133,0.21951218976799539
TX_206,89,189,57800,2,50,502,0,44,0,0,1,32,55,37,96.5,Excellent,46,0.2652567832895702,185,0.6727272604958681
TX_207,88,11300,52600,3,530,2640,0,0,0,0,1,32,58,56,90.7,Excellent,3,0.27352181061197456,621,0.9655172247324617
TX_208,79,667,54400,6,45,409,14,533,0,0,1,32,53,35,91.8,Excellent,553,0.27140432427317673,677,0.6603773460306162
TX_209,78,294,55700,3,132,892,4,121,0,0,2.34,32,57,11,91.2,Excellent,128,0.23217185412612507,338,0.1929824527546938
TX_210,73,1100,49947,10,253,2101,1,2,0,1,0.1,47,61,4,100,Excellent,13,0.1192782362569282,339,0.06557376941682345
TX_211,71,342,46100,8,133,2650,7,257,0,0,1,21,57,37,88.8,Good,272,0.31803456106734795,476,0.6491227956294247
TX_212,70,371,40100,1,12,1750,7,117,0,0,22,36,53,62,82.7,Good,125,0.33610656671484973,207,1.1698112986828058
TX_213,61,440,48800,4,98,909,3,117,0,0,1,32,53,15,97.2,Excellent,124,0.249546400775909,283,0.2830188625845498
TX_214,61,1670,52600,4,98,591,0,52,0,0,1.86,33,56,11,95.5,Excellent,56,0.22947059339854858,215,0.19642856792091845
TX_215,59,587,20100,15,577,6140,5,5,0,5,0.15,45,54,4,91.3,Excellent,25,0.16321694850945914,661,0.07407407270233199
TX_216,59,1900,62400,3,68,704,3,109,0,0,2.08,32,47,13,88.9,Good,115,0.27531344506322936,242,0.2765957387958354
TX_217,59,1420,50000,3,90,766,0,97,0,0,1,31,55,20,96.2,Excellent,100,0.2522331038724482,249,0.3636363570247935
TX_218,58,896,55700,3,63,1040,2,86,0,0,2,33,56,28,93.2,Excellent,91,0.24843260349084337,212,0.49999999107142873
TX_219,58,177,30704,4,70,636,4,108,0,0,2.49,33,68,16,92.7,Excellent,116,0.186657562311143,244,0.23529411418685128
TX_220,57,2470,53800,4,98,926,4,147,0,0,2.96,33,53,14,89.8,Excellent,155,0.2482568007201312,310,0.26415093841224646
TX_221,56,21110,59700,4,46,430,8,430,0,0,1,33,48,36,89.6,Excellent,442,0.28777499822581787,544,0.7499999843750004
TX_222,54,320,47000,2,222,1600,0,15,0,0,1,33,55,19,98.5,Excellent,17,0.24002909658647367,293,0.34545453917355384
TX_223,54,256,54600,3,112,780,0,127,0,0,2.87,33,52,18,91.2,Excellent,130,0.2565489823664975,296,0.34615383949704154
TX_224,54,281,44100,4,89,833,4,126,0,0,2.95,33,55,17,91.2,Excellent,134,0.24317481483141537,277,0.3090909034710745
TX_225,54,281,44100,4,89,833,4,126,0,0,1,33,55,17,97.2,Excellent,134,0.23784330423674688,277,0.3090909034710745
TX_226,52,1710,56300,3,87,934,5,82,0,0,1,30,58,51,90.7,Excellent,90,0.27916844084876874,229,0.8793103296670634
TX_227,52,645,71300,22,203,1760,5,51,0,0,1,40,42,5,96.2,Excellent,78,0.240006327916164,333,0.119047616213152
TX_228,52,322,39300,3,128,754,4,60,0,0,1,31,59,21,97.5,Excellent,67,0.2366593333806449,247,0.3559321973570814
TX_229,52,1550,58400,3,90,681,0,68,0,0,1,32,50,11,97.2,Excellent,71,0.2576748160764554,213,0.2199999956000001
TX_230,51,339,47800,2,53,344,0,217,0,0,2.78,30,44,33,83.1,Good,219,0.32269635526969437,323,0.7499999829545458
TX_231,50,205,55200,4,70,758,4,105,0,0,1,32,54,20,96.2,Excellent,113,0.25084421498355924,233,0.37037036351166
TX_232,49,352,54600,4,87,1030,3,112,0,0,3.93,33,56,20,90.2,Excellent,119,0.24496626252665946,255,0.3571428507653063
TX_233,49,398,40800,2,58,710,3,85,0,0,1,37,57,20,96.2,Excellent,90,0.21056643720578147,197,0.35087718682671604
TX_234,48,245,58500,3,112,914,3,77,0,0,1,31,50,15,97.2,Excellent,83,0.26760195633146455,243,0.29999999400000016
TX_235,48,1330,58900,4,124,1010,3,79,0,0,5.35,30,55,16,84.2,Good,86,0.2653104445166568,258,0.2909090856198348
TX_236,48,71,21093,3,36,673,4,144,0,0,2.56,30,58,26,86.3,Good,151,0.2561112449529188,235,0.4482758543400715
TX_237,48,252,56800,2,62,651,0,112,0,0,3.04,33,54,16,91.2,Excellent,114,0.24649465504297252,224,0.29629629080932796
TX_238,48,289,57400,3,56,650,5,132,0,0,4.22,31,55,13,89.8,Excellent,140,0.2533866583996006,244,0.2363636320661158
TX_239,47,400,48200,4,74,621,0,57,0,0,1,32,54,20,97.5,Excellent,61,0.25084421498355924,182,0.37037036351166
TX_240,47,366,44500,2,88,966,5,73,0,0,1,38,57,15,97.2,Excellent,80,0.19954640077590896,215,0.26315789012003704
TX_241,46,390,40200,3,127,827,4,54,0,0,1,35,59,13,98.5,Excellent,61,0.20569394175951555,234,0.22033897931628849
TX_242,46,227,46700,2,67,735,3,122,0,0,2.4,31,59,17,91.2,Excellent,127,0.23611549987736358,240,0.28813558833668496
TX_243,42,2580,64500,1,25,660,0,56,0,0,3.38,30,60,37,88,Good,57,0.26204173810084075,124,0.6166666563888891
TX_244,40,266,56300,4,86,1110,3,106,0,0,1,32,57,21,96.2,Excellent,113,0.23943711115842264,239,0.3684210461680518
TX_245,40,511,63600,3,95,2190,0,74,0,0,3.24,33,55,18,91.2,Excellent,77,0.24506060232548585,212,0.32727272132231416
TX_246,39,1860,57900,3,69,711,4,96,0,0,2.62,30,56,27,87.7,Good,103,0.2657015209409515,211,0.4821428485331634
TX_247,39,1060,50800,4,74,804,5,83,0,0,1,32,56,58,93.2,Excellent,92,0.2840409362950347,205,1.0357142672193882
TX_248,38,461,55900,4,126,3580,3,136,0,0,4.29,32,54,17,87.3,Good,143,0.2565607417699739,307,0.31481480898491093
TX_249,38,191,60800,2,49,350,0,150,0,0,1,33,53,22,94.8,Excellent,152,0.2516411184443972,239,0.415094331790673
TX_250,37,224,49900,3,39,1030,8,51,0,0,1,31,59,29,97.5,Excellent,62,0.24540250277955197,138,0.4915254153978743
TX_251,37,44788,44090,5,313,1776,8,4,0,1,0.43,34,72,5,100,Excellent,17,0.1476622769597782,367,0.06944444347993829
TX_252,37,280,48100,3,43,535,2,78,0,0,1,32,56,15,97.2,Excellent,83,0.237046400775909,163,0.2678571380739797
TX_253,37,493,48700,2,75,1190,0,62,0,0,1,32,60,24,97.5,Excellent,64,0.2302157996830128,176,0.39999999333333347
TX_254,36,247,54000,4,58,776,4,157,0,0,1,32,57,16,95.8,Excellent,165,0.2339726302841057,259,0.28070174946137283
TX_255,35,438,53300,3,50,547,0,44,0,0,2.59,33,55,13,92.5,Excellent,47,0.23781895125294605,132,0.2363636320661158
TX_256,35,302,39700,3,98,654,4,79,0,0,1,34,60,13,97.2,Excellent,86,0.2070828306484044,219,0.21666666305555562
TX_257,35,232,61400,3,78,766,0,91,0,0,2.75,30,50,12,88.7,Good,94,0.27466351235764525,207,0.23999999520000012
TX_258,35,336,51000,4,75,587,9,96,0,0,3.25,33,58,8,91.2,Excellent,109,0.22165898165682463,219,0.1379310321046374
TX_259,3,1480,13500,37,126,319,87,32,0,0,1,45,55,2,97.2,Excellent,156,0.1547831949471294,285,0.03636363570247935
TX_260,34,7200,51200,3,380,1680,0,0,0,0,1,45,75,25,97.7,Excellent,3,0.09658647363565395,417,0.33333332888888895
TX_261,34,394,43300,2,72,702,4,37,0,0,1,32,52,17,98.5,Excellent,43,0.2558988597923024,149,0.3269230706360948
TX_262,33,312,44100,4,88,738,0,91,0,0,1,33,56,8,97.2,Excellent,95,0.22384057199630975,216,0.1428571403061225
TX_263,33,2000,48700,2,53,486,0,184,0,0,2.97,30,49,47,82.1,Good,186,0.31768304890392896,272,0.9591836538942112
TX_264,32,7150,66200,4,666,6450,5,0,0,0,1,33,53,63,87.3,Good,9,0.29644986161379605,707,1.188679222855109
TX_265,30,1310,49700,3,45,641,3,111,0,0,1,32,48,15,94.9,Excellent,117,0.2703797341092423,192,0.31249999348958346
TX_266,30,298,55400,4,105,920,3,83,0,0,1,32,58,18,97.2,Excellent,90,0.2319917559671658,225,0.31034482223543414
TX_267,30,302,56700,3,54,604,3,69,0,0,1,32,57,13,97.2,Excellent,75,0.23069394175951552,159,0.2280701714373654
TX_268,30,510,35200,2,46,691,0,70,0,0,1,38,60,25,96.2,Excellent,72,0.19797536252454284,148,0.41666665972222233
TX_269,30,466,41900,2,42,439,0,79,0,0,1,37,60,19,97.2,Excellent,81,0.19697354103091808,153,0.316666661388889
TX_270,29,447,52700,6,84,766,13,270,0,0,2.83,33,53,20,88.8,Good,289,0.2544587437296669,402,0.3773584834460664
TX_271,29,277,44200,3,95,607,0,89,0,0,1.58,33,57,14,94.2,Excellent,92,0.22781706501723759,216,0.24561403077870123
TX_272,29,266,48500,2,74,725,4,78,0,0,1,32,60,43,94.2,Excellent,84,0.25098082700541713,187,0.7166666547222225
TX_273,29,396,52500,2,53,569,3,115,0,0,1,32,60,27,96.2,Excellent,120,0.23349448820760296,202,0.44999999250000017
TX_274,28,289,50300,5,157,787,3,51,0,0,1,32,59,31,96.5,Excellent,59,0.24203273957372318,244,0.5254237199080726
TX_275,27,489,60200,11,181,591,4,11,0,0,0.37,47,46,3,96.2,Excellent,26,0.18054249197260414,234,0.06521738988657848
TX_276,27,246,52900,3,66,725,0,122,0,0,2.83,33,55,11,91.2,Excellent,125,0.23628934482256314,218,0.19999999636363644
TX_277,26,4440,68800,7,89,784,6,302,0,0,2.5,33,57,23,88.8,Good,315,0.24016850994849265,430,0.40350876485072346
TX_278,26,321,48300,3,68,598,0,62,0,0,1,32,60,19,98.5,Excellent,65,0.22475131880869587,159,0.316666661388889
TX_279,26,8500,51200,2,238,1150,0,3,0,1,1.02,47,44,7,93.2,Excellent,5,0.1959056374723363,269,0.1590909054752067
TX_280,25,1500,70400,9,482,2470,4,0,0,0,1,44,54,10,97.2,Excellent,13,0.1732485865682587,520,0.18518518175583
TX_281,25,2060,50300,3,42,552,0,102,0,0,1,31,55,15,97.2,Excellent,105,0.24676862299813118,172,0.2727272677685951
TX_282,24,17200,41600,0,68,230,0,0,0,0,1,42,53,15,98.5,Excellent,0,0.19399084522035345,92,0.2830188625845498
TX_283,24,1970,64100,2,34,398,0,92,0,0,1,32,53,13,97.2,Excellent,94,0.2473606084261822,152,0.24528301423994314
TX_284,24,257,55700,2,47,495,4,105,0,0,3.17,31,56,15,91.2,Excellent,111,0.24853497068553154,182,0.2678571380739797
TX_285,24,2350,23200,4,332,2640,0,0,0,1,0.93,46,56,13,96,Excellent,4,0.15777250035731832,360,0.23214285299744905
TX_286,23,1690,60700,2,43,1380,3,76,0,0,1,30,60,62,90.7,Excellent,81,0.2828569654389327,147,1.0333333161111113
TX_287,23,505,58100,2,49,807,0,48,0,0,1,32,54,69,94.5,Excellent,50,0.3043961275518653,122,1.2777777541152269
TX_288,23,14800,40700,1,449,2720,3,0,0,0,1,32,57,89,90.7,Excellent,4,0.313754051049133,476,1.5614034813788864
TX_289,23,6480,42100,5,530,1760,0,0,0,0,1,32,58,22,96.2,Excellent,5,0.23636334066661938,558,0.3793103382877528
TX_290,22,399,42600,7,100,2580,11,286,0,0,9.37,29,56,52,76.3,Good,304,0.31703470984963655,426,0.9285714119897962
TX_291,22,1220,49900,3,30,813,5,291,0,0,1,32,57,27,94.8,Excellent,299,0.24599448820760297,351,0.47368420221606666
TX_292,21,364,57700,3,40,967,3,68,0,0,1,34,60,15,97.2,Excellent,74,0.20926862299813118,135,0.2499999958333334
TX_293,21,6240,52400,3,788,4290,7,0,0,0,1,34,56,41,80,Good,10,0.254350590211246,819,0.7321428440688779
TX_294,21,197,56700,5,44,1070,6,523,0,0,2.55,32,52,20,86.8,Good,534,0.2634154157126547,599,0.3846153772189351
TX_295,21,2710,5600,5,167,1260,3,0,0,0,0.6,51,51,10,98.5,Excellent,8,0.14576605448046348,196,0.19607842752787397
TX_296,21,243,48800,0,19,187,0,65,0,0,1,30,57,18,96,Excellent,65,0.2472695337449436,105,0.3157894681440444
TX_297,20,4530,53000,2,842,2750,0,0,0,5,0.24,45,53,4,80,Good,2,0.16762968489587976,864,0.07547169668921327
TX_298,20,17400,59600,4,395,999,16,4,0,0,1,32,46,31,92.9,Excellent,24,0.2961994062403899,439,0.6739130288279777
TX_299,20,14453,52582,7,66,568,2,1,0,0,0.33,46,73,5,100,Excellent,10,0.07567447555799586,96,0.06849314974666919
TX_300,19,3490,30000,1,374,728,0,0,0,1,0.81,48,53,5,97.2,Excellent,1,0.15009012688762818,394,0.0943396208615166
TX_301,4,893,69100,24,96,707,60,17,0,4,0.64,47,51,4,97.2,Excellent,101,0.16506449304828583,201,0.0784313710111496
TX_302,10,8010,36900,2,441,891,3,0,0,0,1,33,51,17,97.2,Excellent,5,0.2545099709034135,456,0.33333332679738575
TX_303,10,254,56500,4,71,1020,0,108,0,0,1,32,53,22,96.2,Excellent,112,0.2571966739999527,193,0.415094331790673
TX_304,10,881,47800,2,54,1100,0,102,0,0,3.98,33,58,27,90.2,Excellent,104,0.2444199078172331,168,0.46551723335315115
TX_305,10,2060,6440,2,97,549,0,0,0,0,1,48,57,7,98.5,Excellent,2,0.1352476758214463,109,0.12280701538935061
TX_306,10,2740,53500,2,46,322,4,211,0,0,1,34,57,27,94.8,Excellent,217,0.23488337709649185,273,0.47368420221606666
TX_307,10,210,48900,7,44,1060,30,521,0,0,1,33,48,44,88.6,Good,558,0.296518167624725,612,0.9166666475694449
TX_308,9,228,45900,2,44,515,0,128,0,0,1,32,48,72,90.9,Excellent,130,0.3326748160764554,183,1.4999999687500007
TX_309,9,13000,45000,2,526,2050,0,0,0,0,1,32,60,24,96.2,Excellent,2,0.2302157996830128,537,0.39999999333333347
TX_310,9,12000,45100,4,475,1570,0,0,0,0,1,32,54,12,97.2,Excellent,4,0.24210104558465212,488,0.22222221810699597
TX_311,9,2200,58100,6,432,7980,17,0,0,0,0.67,42,37,21,84.3,Good,23,0.2663126332971027,464,0.567567552227904
TX_312,9,278,53900,2,34,1120,0,55,0,0,3.93,30,53,38,88,Good,57,0.2938050603408671,100,0.7169811185475261
TX_313,9,414,37700,2,34,843,5,278,0,0,1,31,58,39,93.8,Excellent,285,0.26049813119485254,328,0.6724137815101072
TX_314,9,2700,73600,4,238,5050,6,0,0,0,1.37,41,54,12,89.7,Excellent,10,0.19311266554364054,257,0.22222221810699597
TX_315,9,17000,53500,4,173,1370,3,0,0,0,1,44,54,5,98.5,Excellent,7,0.16778410569394175,189,0.092592590877915
TX_316,9,2490,57000,2,42,351,3,184,0,0,2.61,32,49,66,83.6,Good,189,0.32635268623620656,240,1.3469387480216584
TX_317,8,1210,27000,3,166,454,0,43,0,0,1,32,55,18,98.5,Excellent,46,0.24449175596716582,220,0.32727272132231416
TX_318,8,5570,22800,2,323,989,0,0,0,0,1,32,38,24,91.5,Excellent,2,0.3218824663496795,333,0.6315789307479229
TX_319,8,8470,44500,3,318,569,12,0,0,0,1,32,51,18,98.5,Excellent,15,0.2611584226338325,341,0.3529411695501732
TX_320,8,12200,49200,6,646,3020,0,0,0,0,1,32,55,17,94.7,Excellent,6,0.2433988597923024,660,0.3090909034710745
TX_321,8,16200,52900,4,434,1890,0,0,0,0,1,32,53,14,97.2,Excellent,4,0.2484535046010456,446,0.26415093841224646
TX_322,8,8600,40900,4,580,1750,0,0,0,0,1,32,58,8,97.2,Excellent,4,0.22106279421853192,592,0.1379310321046374
TX_323,8,292,47300,3,39,1390,0,79,0,0,1,33,55,28,96.2,Excellent,82,0.24986516216024413,129,0.5090908998347109
TX_324,8,117,47900,2,20,491,0,75,0,0,2.18,33,53,15,91.2,Excellent,77,0.24721709265712719,105,0.2830188625845498
TX_325,8,352,26900,2,38,506,4,75,0,0,1,33,52,24,96.2,Excellent,81,0.25799357746079055,127,0.4615384526627221
TX_326,8,189,39923,1,37,698,3,78,0,0,3.14,33,71,41,89.7,Excellent,82,0.20325713688095054,127,0.5774647805990876
TX_327,8,634,49400,2,42,444,3,227,0,0,2.14,32,56,53,85.8,Good,232,0.28169333853760087,282,0.9464285545280615
TX_328,8,1140,55600,2,42,424,3,158,0,0,2.01,32,52,75,85.8,Good,163,0.3220482870116175,213,1.4423076645710065
TX_329,7,7290,34700,0,463,975,3,0,0,0,1,32,54,44,94.2,Excellent,3,0.27707372318028056,473,0.8148147997256519
TX_330,7,5860,28700,0,360,557,0,0,0,0,1,32,52,19,97.2,Excellent,0,0.2580846521420292,367,0.3653846083579883
TX_331,7,8570,38900,5,593,2360,0,0,0,0,1,32,57,42,94.2,Excellent,5,0.2623879308305538,605,0.7368420923361036
TX_332,7,10300,50500,6,725,2120,0,0,0,0,1,32,55,16,80,Good,6,0.24230596361743903,738,0.2909090856198348
TX_333,7,1160,46900,4,527,1530,0,0,0,0,1,32,57,13,97.2,Excellent,4,0.23069394175951552,538,0.2280701714373654
TX_334,7,420,63600,16,545,10600,7,5,0,1,1.11,45,39,16,82.3,Good,28,0.2379322172103052,580,0.41025639973701544
TX_335,7,339,43800,2,31,644,0,167,0,0,1,32,56,24,94.8,Excellent,169,0.2468824663496795,207,0.42857142091836753
TX_336,7,1200,51100,2,52,1340,0,67,0,0,3.83,28,54,24,87.7,Good,69,0.28517554753749746,128,0.44444443621399193
TX_337,7,492,9748,1,54,221,0,0,0,1,0.46,47,66,3,100,Excellent,1,0.09833628562774718,62,0.04545454476584023
TX_338,7,19100,46700,0,47,700,0,0,0,0,1,28,46,16,93.8,Excellent,0,0.3020281858396613,54,0.34782607939508525
TX_339,7,4560,43900,5,444,1580,4,0,0,0,1,40,56,29,96.2,Excellent,9,0.20790250277955197,460,0.5178571336096941
TX_340,6,4970,52300,5,587,4230,5,0,0,1,0.33,41,47,4,92.4,Excellent,10,0.21157374776296606,603,0.08510638116794934
TX_341,6,10200,41700,0,434,908,3,0,0,0,1,41,57,17,97.2,Excellent,3,0.18506552645896907,443,0.2982456088027086
TX_342,6,4570,22500,2,451,1500,0,0,0,0,1,32,57,31,95.2,Excellent,2,0.2503660729070565,459,0.5438596395814098
TX_343,6,10600,58100,2,575,1370,0,0,0,5,0.24,43,50,2,97.2,Excellent,2,0.1890550036572641,583,0.03999999920000002
TX_344,6,9550,49600,6,649,2960,0,0,0,0,1,43,48,14,92.4,Excellent,6,0.2081757268232678,661,0.2916666605902779
TX_345,6,7300,44400,7,788,3030,0,0,0,0,1,43,51,12,80,Good,7,0.19348993447354101,801,0.23529411303344877
TX_346,6,9960,53700,6,678,2220,0,0,0,0,1,43,55,10,97.2,Excellent,6,0.17463747545714758,690,0.18181817851239676
TX_347,6,6510,37400,4,529,1540,0,0,0,0,1,43,55,9,97.2,Excellent,4,0.1735445792822842,539,0.16363636066115708
TX_348,6,11800,44900,4,562,1670,0,0,0,0,1,43,54,12,97.2,Excellent,4,0.180989934473541,572,0.22222221810699597
TX_349,6,5790,30900,5,705,2250,0,0,0,0,1,43,58,9,95.8,Excellent,5,0.1610445792822842,716,0.15517241111771707
TX_350,6,11600,44500,5,581,1870,0,0,0,0,1,32,57,11,97.2,Excellent,5,0.22850814940978875,592,0.1929824527546938
TX_351,6,177,55400,0,17,413,0,35,0,0,1,33,54,21,97.5,Excellent,35,0.24638155560286706,58,0.38888888168724295
TX_352,6,222,42000,2,36,311,0,175,0,0,1,34,56,22,94.8,Excellent,177,0.2335855628888416,219,0.3928571358418369
TX_353,5,6410,45800,3,465,2850,0,0,0,0,1,34,60,79,90.7,Excellent,3,0.279213978189388,473,1.3166666447222226
TX_354,5,10800,43300,0,491,1140,3,0,0,0,1,34,53,21,96.2,Excellent,3,0.2449926667139782,499,0.3962264076183697
TX_355,5,17400,43000,0,258,1130,0,0,0,0,1,34,49,40,93.2,Excellent,0,0.28242436070304927,263,0.8163265139525202
TX_356,5,18200,66100,5,475,846,11,0,0,0,1,55,55,12,97.2,Excellent,16,0.11015660114020771,496,0.21818181421487612
TX_357,5,4460,33100,7,689,2410,0,0,0,0,1,55,54,12,97.2,Excellent,7,0.11432326780687437,701,0.22222221810699597
TX_358,5,10500,47300,7,696,2820,0,0,0,0,1,55,57,17,94.7,Excellent,7,0.10728774868119131,708,0.2982456088027086
TX_359,5,3860,29300,4,739,2030,0,0,0,0,1,33,59,11,80,Good,4,0.21461926052089986,748,0.18644067480609028
TX_360,5,8930,34900,5,466,1930,0,0,0,0,1,33,55,33,95.2,Excellent,5,0.25532964303456107,476,0.5999999890909093
TX_361,5,9880,41700,5,582,1720,0,0,0,0,1,33,52,13,97.2,Excellent,5,0.24597171953729333,592,0.24999999519230778
TX_362,5,7550,47400,5,746,24200,0,0,0,0,1,33,56,11,80,Good,5,0.22711926052089987,756,0.19642856792091845
TX_363,5,5300,39600,5,685,2090,0,0,0,0,1,32,58,13,97.2,Excellent,5,0.22652727509284887,695,0.22413792717003575
TX_364,5,15700,60200,10,507,5330,19,14,0,0,19.7,40,55,17,80.8,Good,43,0.25008223489673015,555,0.3090909034710745
TX_365,5,1210,54600,0,22,226,0,68,0,0,1,32,51,26,96.2,Excellent,68,0.26990159203273956,95,0.5098039115724724
TX_366,5,16100,53200,2,90,93,0,0,0,0,0.78,44,45,4,96.2,Excellent,2,0.20358970575967988,97,0.0888888869135803
TX_367,4,17000,72100,5,344,2380,3,0,0,1,0.86,44,55,3,98.5,Excellent,8,0.16192992882665358,356,0.05454545355371903
TX_368,4,22200,48400,0,82,499,0,0,0,0,1,36,44,10,96.2,Excellent,0,0.25935969767936984,86,0.22727272210743815
TX_369,4,18900,53900,4,152,825,0,0,0,0,0.57,33,54,2,98.5,Excellent,4,0.2244408618416384,160,0.037037036351165994
TX_370,4,6890,24800,0,322,825,0,0,0,0,1,33,55,18,98.5,Excellent,0,0.23893620041161023,326,0.32727272132231416
TX_371,4,4990,35200,7,760,2600,0,0,0,0,1,33,56,11,80,Good,7,0.22711926052089987,771,0.19642856792091845
TX_372,4,3910,24600,6,599,2310,0,0,0,0,1,33,52,14,97.2,Excellent,6,0.24706461571215668,609,0.2692307640532545
TX_373,4,4300,26200,6,656,2090,0,0,0,0,1,33,55,11,97.2,Excellent,6,0.23128592718756655,666,0.19999999636363644
TX_374,4,4690,27400,6,595,2130,0,0,0,0,1,33,55,8,97.2,Excellent,6,0.2280072386629764,605,0.1454545428099174
TX_375,4,9600,55200,7,785,2690,0,0,0,0,1,33,57,14,80,Good,7,0.22623128237882337,796,0.24561403077870123
TX_376,4,4070,30900,6,664,2440,0,0,0,0,1,33,57,11,97.2,Excellent,6,0.22295259385423316,674,0.1929824527546938
TX_377,4,4860,34500,4,735,2010,0,0,0,0,1,32,59,9,80,Good,4,0.21798902372672865,743,0.15254237029589204
TX_378,4,9660,22200,0,51,275,0,0,0,0,1,32,51,31,96.5,Excellent,0,0.2753660729070565,55,0.6078431253364094
TX_379,4,7917,72870,4,171,2499,9,1,0,0,0.26,48,68,7,100,Excellent,14,0.08739110257013624,189,0.10294117495674743
TX_380,4,19100,49000,2,92,736,0,0,0,0,0.17,43,48,4,96.2,Excellent,2,0.1949774554369032,98,0.08333333159722227
TX_381,4,10600,49300,1,364,2020,4,0,0,0,1,43,56,76,93.2,Excellent,5,0.24260195633146459,373,1.3571428329081638
TX_382,4,425,54300,3,68,508,0,99,0,0,1,33,49,48,91.9,Excellent,102,0.29672308565751193,174,0.9795918167430242
TX_383,4,19700,50400,0,69,188,0,0,0,0,1,46,55,5,98.5,Excellent,0,0.15250632791616398,73,0.09090908925619838
TX_384,3,8020,50100,6,569,3710,16,0,0,5,0.49,41,27,6,84.2,Good,22,0.30105455980047857,594,0.22222221399176983
TX_385,3,1940,53800,2,29,650,0,49,0,0,1,31,49,22,95.2,Excellent,51,0.279418896222175,83,0.4489795826738861
TX_386,3,16900,45900,2,61,549,2,0,0,0,1,43,53,10,98.5,Excellent,4,0.18297080879048094,68,0.1886792417230332
TX_387,3,309,38500,2,39,791,3,99,0,0,1,33,54,183,93.2,Excellent,104,0.42343073593073594,146,3.3888888261316885
TX_388,3,3660,40100,4,669,1720,4,0,0,0,1,33,54,20,96.2,Excellent,8,0.2452886594280037,680,0.37037036351166
TX_389,3,17600,50900,3,426,2480,0,0,0,0,1,33,59,40,94.2,Excellent,3,0.24631324959193815,432,0.6779660902039646
TX_390,3,5040,29500,2,510,1230,0,0,0,0,1,32,58,33,95.2,Excellent,2,0.24838519859011665,515,0.5689655074316292
TX_391,3,7880,32100,1,368,863,0,0,0,0,1,32,58,23,96.2,Excellent,1,0.23745623684148276,372,0.3965517173008325
TX_392,3,11200,36100,0,120,293,0,0,0,0,1,32,53,15,98.5,Excellent,0,0.249546400775909,123,0.2830188625845498
TX_393,3,13900,3600,1,296,5070,17,0,0,0,1,32,60,35,90.7,Excellent,18,0.24223765760651003,317,0.5833333236111113
TX_394,3,12200,36300,2,452,6050,0,0,0,0,1,32,55,52,87.3,Good,2,0.281650225912521,457,0.9454545282644632
TX_395,3,4070,34800,7,761,2570,0,0,0,0,1,32,55,12,80,Good,7,0.23793437891798547,771,0.21818181421487612
TX_396,3,45100,31200,5,568,2160,3,2,0,0,1,32,54,11,97.2,Excellent,10,0.24100814940978874,581,0.20370369993141296
TX_397,3,3710,25100,6,610,2070,0,0,0,0,1,32,54,9,97.2,Excellent,6,0.23882235706006197,619,0.16666666358024698
TX_398,3,7951,50923,11,319,3716,10,5,0,0,0.13,42,57,3,96,Excellent,26,0.1618307504977048,348,0.052631578024007405
TX_399,3,220,54300,2,24,246,0,153,0,0,1.52,33,48,12,90.6,Excellent,155,0.2629672261876749,182,0.2499999947916668
TX_400,3,9730,42000,10,532,1320,21,4,0,5,0.84,48,46,4,94.9,Excellent,35,0.1817701496942393,570,0.08695651984877131
TX_401,3,5810,31900,9,369,1050,18,3,0,1,1.12,47,55,4,94.2,Excellent,30,0.1470670264141394,402,0.0727272714049587
TX_402,3,11200,57300,3,483,1230,0,0,0,1,0.33,42,57,4,97.2,Excellent,3,0.1643515255407438,489,0.07017543736534321
TX_403,3,15700,59900,1,103,555,0,0,0,0,0.43,45,43,8,96.2,Excellent,1,0.20978213043786814,107,0.18604650730124403
TX_404,2,15700,51300,4,358,2770,2,0,0,5,0.57,46,42,4,92.4,Excellent,6,0.20880971831275524,366,0.0952380929705216
TX_405,2,16072,46688,1,70,435,0,0,0,0,0.15,44,51,6,98.5,Excellent,1,0.17905301007112914,73,0.11764705651672439
TX_406,2,12704,33134,2,32,801,3,3,0,1,0.39,44,63,5,100,Excellent,8,0.12949735708433202,42,0.07936507810531622
TX_407,0,23500,50600,0,29,347,0,0,0,0,0.6,44,45,10,96.2,Excellent,0,0.20965494336935234,29,0.22222221728395075
TX_408,0,302,51300,4,25,1510,3,292,0,0,1,32,49,33,91.6,Excellent,299,0.28588519859011663,324,0.6734693740108292
TX_409,0,20600,46500,2,152,823,8,2,0,0,1,32,49,33,94.2,Excellent,12,0.28588519859011663,164,0.6734693740108292
TX_410,0,15115,48813,2,97,915,6,1,0,0,1.45,33,49,14,93.2,Excellent,9,0.2607949643109263,106,0.28571427988338205
TX_411,0,19100,58400,0,72,629,0,0,0,0,1,38,53,13,98.5,Excellent,0,0.21402727509284886,72,0.24528301423994314
TX_412,0,18600,44400,0,67,511,3,0,0,0,3.47,43,56,19,92.5,Excellent,3,0.1870601211174982,70,0.33928570822704096
